PubLocus	Chromosome	Class	MidPoint	Strand	Pseudo	Curated	GeneLen	ProLength	CDSLen	Iso	Exon	CDS	GS5	GS3
At5g26236	5	annotated_genes	9185270	+	1	0	4426	0	0	0	1	1	9183058 	9187483 	
At5g52510	5	annotated_genes	21325401	+	0	0	2254	0	0	0	1	1	21324275 	21326528 	
At5g26240	5	annotated_genes	9192130	+	0	0	5208	0	0	0	22	22	9189527 	9194734 	
At5g26250	5	annotated_genes	9197722	+	0	0	1924	0	0	0	4	4	9196761 	9198684 	
At5g26260	5	annotated_genes	9201441	+	0	0	1925	0	0	0	7	7	9200479 	9202403 	
At5g02460	5	annotated_genes	540151	-	0	0	1810	0	0	0	2	2	541056 	539247 	
At5g26270	5	annotated_genes	9207013	+	0	0	1005	0	0	0	2	2	9206511 	9207515 	
At5g02470	5	annotated_genes	543627	-	0	0	2543	0	0	2	10	9	544898 	542356 	
At5g02480	5	annotated_genes	548735	+	0	0	2350	0	0	0	1	1	547561 	549910 	
At5g02490	5	annotated_genes	551338	-	0	0	2611	0	0	0	2	2	552643 	550033 	
At5g02500	5	annotated_genes	555090	-	0	0	2695	0	0	0	2	2	556437 	553743 	
At5g02502	5	annotated_genes	558758	-	0	0	951	0	0	0	2	1	559233 	558283 	
At5g02510	5	annotated_genes	560495	+	0	0	726	0	0	0	3	3	560133 	560858 	
At5g52520	5	annotated_genes	21329832	+	0	0	2990	0	0	0	10	10	21328338 	21331327 	
At5g52530	5	annotated_genes	21336414	+	0	0	4097	0	0	1	4	3	21334366 	21338462 	
At5g52540	5	annotated_genes	21339830	-	0	0	2353	0	0	0	6	6	21341006 	21338654 	
At5g52545	5	annotated_genes	21341428	-	0	0	487	0	0	0	2	2	21341671 	21341185 	
At5g52547	5	annotated_genes	21343987	-	0	0	1286	0	0	0	3	2	21344630 	21343345 	
At5g26280	5	annotated_genes	9209645	+	0	0	1861	0	0	0	7	7	9208715 	9210575 	
At5g52550	5	annotated_genes	21346150	-	0	0	2425	0	0	0	2	1	21347362 	21344938 	
At5g26283	5	annotated_genes	9215692	-	1	0	2908	0	0	0	1	1	9217146 	9214239 	
At5g26286	5	annotated_genes	9220860	+	1	0	1602	0	0	0	1	1	9220060 	9221661 	
At5g26290	5	annotated_genes	9226979	+	0	0	1795	0	0	0	7	7	9226082 	9227876 	
At5g02520	5	annotated_genes	563198	+	0	0	1613	0	0	0	5	5	562392 	564004 	
At5g26300	5	annotated_genes	9230182	+	0	0	1708	0	0	0	7	7	9229329 	9231036 	
At5g02530	5	annotated_genes	564970	-	0	0	1773	0	0	0	5	5	565856 	564084 	
At5g26310	5	annotated_genes	9235538	+	0	0	1701	0	0	0	1	1	9234688 	9236388 	
At5g02540	5	annotated_genes	569721	+	0	0	2395	0	0	0	8	8	568524 	570918 	
At5g26320	5	annotated_genes	9239776	+	0	0	2927	0	0	0	7	7	9238313 	9241239 	
At5g02550	5	annotated_genes	573304	-	0	0	505	0	0	0	1	1	573556 	573052 	
At5g02560	5	annotated_genes	575992	+	0	0	1225	0	0	0	2	2	575380 	576604 	
At5g02570	5	annotated_genes	576939	-	0	0	399	0	0	0	1	1	577138 	576740 	
At5g02580	5	annotated_genes	580317	+	0	0	936	0	0	1	2	2	579850 	580785 	
At5g02590	5	annotated_genes	583630	+	0	0	1094	0	0	0	1	1	583084 	584177 	
At5g02600	5	annotated_genes	585527	-	0	0	2736	0	0	1	4	4	586895 	584160 	
At5g02610	5	annotated_genes	588129	+	0	0	1204	0	0	0	4	4	587528 	588731 	
At5g47090	5	annotated_genes	19145241	+	0	0	1511	0	0	0	2	2	19144486 	19145996 	
At5g47100	5	annotated_genes	19148179	-	0	0	2626	0	0	0	9	8	19149492 	19146867 	
At5g47110	5	annotated_genes	19151879	-	0	0	1330	0	0	0	3	3	19152544 	19151215 	
At5g47120	5	annotated_genes	19154209	+	0	0	1920	0	0	0	6	6	19153250 	19155169 	
At5g47130	5	annotated_genes	19158740	+	0	0	996	0	0	0	5	5	19158243 	19159238 	
At5g52560	5	annotated_genes	21349980	+	0	0	4114	0	0	0	18	17	21347924 	21352037 	
At5g47140	5	annotated_genes	19163315	+	0	0	2802	0	0	0	7	7	19161915 	19164716 	
At5g52570	5	annotated_genes	21352918	-	0	0	2577	0	0	0	7	7	21354206 	21351630 	
At5g47150	5	annotated_genes	19168146	+	0	0	1749	0	0	0	2	1	19167272 	19169020 	
At5g52580	5	annotated_genes	21356241	+	0	0	1927	0	0	0	6	6	21355278 	21357204 	
At5g47160	5	annotated_genes	19174581	+	0	0	1248	0	0	0	1	1	19173958 	19175205 	
At5g52590	5	annotated_genes	21358532	+	0	0	3357	0	0	0	9	8	21356854 	21360210 	
At5g52600	5	annotated_genes	21360761	-	0	0	867	0	0	0	3	3	21361194 	21360328 	
At5g47170	5	annotated_genes	19175961	-	0	0	453	0	0	0	1	1	19176187 	19175735 	
At5g52610	5	annotated_genes	21364176	-	0	0	1056	0	0	0	1	1	21364704 	21363649 	
At5g52620	5	annotated_genes	21366343	-	0	0	1128	0	0	0	1	1	21366907 	21365780 	
At5g52630	5	annotated_genes	21368484	+	0	0	1767	0	0	0	1	1	21367601 	21369367 	
At5g26330	5	annotated_genes	9242126	-	0	0	1156	0	0	0	2	2	9242704 	9241549 	
At5g52640	5	annotated_genes	21371123	+	0	0	2928	0	0	0	4	4	21369660 	21372587 	
At5g26340	5	annotated_genes	9245291	-	0	0	3556	0	0	0	4	4	9247069 	9243514 	
At5g26345	5	annotated_genes	9251138	+	1	0	3357	0	0	0	1	1	9249460 	9252816 	
At5g26350	5	annotated_genes	9253375	-	0	0	530	0	0	0	3	3	9253640 	9253111 	
At5g26360	5	annotated_genes	9257017	-	0	0	3924	0	0	0	13	13	9258979 	9255056 	
At5g26570	5	annotated_genes	9264657	+	0	0	6150	0	0	0	19	19	9261583 	9267732 	
At5g02620	5	annotated_genes	590600	+	0	0	2151	0	0	0	3	3	589525 	591675 	
At5g26594	5	annotated_genes	9269771	+	0	0	973	0	0	0	2	2	9269285 	9270257 	
At5g02630	5	annotated_genes	592477	+	0	0	1417	0	0	0	1	1	591769 	593185 	
At5g26618	5	annotated_genes	9273338	-	1	0	1689	0	0	0	1	1	9274182 	9272494 	
At5g02640	5	annotated_genes	594521	-	0	0	689	0	0	0	1	1	594865 	594177 	
At5g26642	5	annotated_genes	9275164	+	0	0	1236	0	0	0	1	1	9274547 	9275782 	
At5g02650	5	annotated_genes	599279	+	0	0	1011	0	0	0	2	2	598774 	599784 	
At5g02660	5	annotated_genes	601483	+	0	0	1973	0	0	0	2	2	600497 	602469 	
At5g02670	5	annotated_genes	603662	-	0	0	1885	0	0	0	5	5	604604 	602720 	
At5g02680	5	annotated_genes	606236	+	0	0	1054	0	0	0	5	5	605710 	606763 	
At5g02690	5	annotated_genes	607483	+	0	0	251	0	0	0	2	2	607358 	607608 	
At5g47180	5	annotated_genes	19179545	-	0	0	2639	0	0	1	7	7	19181010 	19178372 	
At5g47190	5	annotated_genes	19182404	-	0	0	1860	0	0	0	5	5	19183334 	19181475 	
At5g47200	5	annotated_genes	19185146	+	0	0	2029	0	0	0	8	8	19184132 	19186160 	
At5g52650	5	annotated_genes	21373571	-	0	0	1461	0	0	0	5	5	21374301 	21372841 	
At5g47210	5	annotated_genes	19187347	-	0	0	2198	0	0	0	7	7	19188446 	19186249 	
At5g52660	5	annotated_genes	21377826	-	0	0	3100	0	0	1	8	8	21379384 	21376285 	
At5g47220	5	annotated_genes	19189569	-	0	0	962	0	0	0	1	1	19190050 	19189089 	
At5g52670	5	annotated_genes	21381207	+	0	0	507	0	0	0	3	3	21380954 	21381460 	
At5g47225	5	annotated_genes	19192437	+	0	0	1243	0	0	0	3	3	19191816 	19193058 	
At5g52680	5	annotated_genes	21383564	+	0	0	1051	0	0	0	4	4	21383039 	21384089 	
At5g47230	5	annotated_genes	19197761	+	0	0	1191	0	0	0	1	1	19197166 	19198356 	
At5g52690	5	annotated_genes	21388225	+	0	0	1001	0	0	0	5	5	21387725 	21388725 	
At5g47240	5	annotated_genes	19201907	+	0	0	1928	0	0	0	7	7	19200944 	19202871 	
At5g52700	5	annotated_genes	21390733	+	0	0	1376	0	0	0	3	3	21390046 	21391421 	
At5g47250	5	annotated_genes	19204412	-	0	0	2783	0	0	0	1	1	19205803 	19203021 	
At5g52710	5	annotated_genes	21394188	+	0	0	2420	0	0	0	6	6	21392979 	21395398 	
At5g52720	5	annotated_genes	21396508	+	0	0	522	0	0	0	2	2	21396248 	21396769 	
At5g52730	5	annotated_genes	21397745	+	0	0	692	0	0	0	2	2	21397400 	21398091 	
At5g26667	5	annotated_genes	9276985	+	0	0	2483	0	0	1	7	6	9276010 	9278492 	
At5g52740	5	annotated_genes	21400081	+	0	0	651	0	0	0	3	3	21399756 	21400406 	
At5g26692	5	annotated_genes	9282318	+	0	0	476	0	0	0	2	2	9282081 	9282556 	
At5g26717	5	annotated_genes	9284402	+	0	0	917	0	0	0	2	2	9283944 	9284860 	
At5g26742	5	annotated_genes	9287208	-	0	0	3332	0	0	0	10	10	9288874 	9285543 	
At5g26740	5	annotated_genes	9293286	+	0	0	2730	0	0	1	8	6	9291961 	9294690 	
At5g26731	5	annotated_genes	9295980	+	0	0	807	0	0	0	1	1	9295577 	9296383 	
At5g02700	5	annotated_genes	610528	-	0	0	2299	0	0	0	3	3	611677 	609379 	
At5g26730	5	annotated_genes	9301209	+	0	0	1569	0	0	0	3	3	9300425 	9301993 	
At5g26720	5	annotated_genes	9304387	+	0	0	719	0	0	0	1	1	9304028 	9304746 	
At5g02710	5	annotated_genes	613512	+	0	0	1813	0	0	0	5	4	612606 	614418 	
At5g26710	5	annotated_genes	9307187	+	0	0	3175	0	0	0	6	6	9305600 	9308774 	
At5g02720	5	annotated_genes	614045	-	0	0	532	0	0	0	2	2	614311 	613780 	
At5g02730	5	annotated_genes	615916	+	0	0	618	0	0	0	1	1	615608 	616225 	
At5g02740	5	annotated_genes	617543	+	0	0	2155	0	0	1	5	5	616441 	618595 	
At5g02750	5	annotated_genes	620634	+	0	0	1086	0	0	0	1	1	620092 	621177 	
At5g02760	5	annotated_genes	626471	+	0	0	2440	0	0	0	4	4	625252 	627691 	
At5g47260	5	annotated_genes	19207966	+	0	0	2658	0	0	0	1	1	19206638 	19209295 	
At5g47270	5	annotated_genes	19209577	+	0	0	333	0	0	0	1	1	19209411 	19209743 	
At5g47280	5	annotated_genes	19211585	+	0	0	2403	0	0	0	5	5	19210384 	19212786 	
At5g47290	5	annotated_genes	19214462	-	0	0	392	0	0	0	2	2	19214658 	19214267 	
At5g52750	5	annotated_genes	21401709	+	0	0	882	0	0	0	3	3	21401269 	21402150 	
At5g47300	5	annotated_genes	19215977	+	0	0	1251	0	0	0	1	1	19215352 	19216602 	
At5g52760	5	annotated_genes	21404487	+	0	0	871	0	0	0	3	3	21404052 	21404922 	
At5g47310	5	annotated_genes	19219118	+	0	0	2061	0	0	0	5	4	19218088 	19220148 	
At5g52770	5	annotated_genes	21407203	+	0	0	424	0	0	0	2	2	21406992 	21407415 	
At5g47320	5	annotated_genes	19221439	+	0	0	2121	0	0	0	5	4	19220379 	19222499 	
At5g52780	5	annotated_genes	21408399	-	0	0	602	0	0	0	1	1	21408700 	21408099 	
At5g47330	5	annotated_genes	19225191	+	0	0	1717	0	0	0	7	7	19224333 	19226049 	
At5g52790	5	annotated_genes	21410264	-	0	0	2643	0	0	0	13	13	21411585 	21408943 	
At5g47340	5	annotated_genes	19227547	+	0	0	1628	0	0	0	7	7	19226734 	19228361 	
At5g52800	5	annotated_genes	21414892	+	0	0	3173	0	0	0	12	12	21413306 	21416478 	
At5g47350	5	annotated_genes	19230798	+	0	0	1765	0	0	0	7	7	19229916 	19231680 	
At5g52810	5	annotated_genes	21417193	+	0	0	1273	0	0	0	1	1	21416557 	21417829 	
At5g26700	5	annotated_genes	9308833	-	0	0	1590	0	0	0	2	2	9309628 	9308039 	
At5g52820	5	annotated_genes	21420080	+	0	0	2998	0	0	0	12	12	21418582 	21421579 	
At5g26690	5	annotated_genes	9311223	+	0	0	705	0	0	0	3	3	9310871 	9311575 	
At5g26680	5	annotated_genes	9313681	-	0	0	3594	0	0	0	18	18	9315478 	9311885 	
At5g26670	5	annotated_genes	9319637	+	0	0	2708	0	0	1	12	12	9318283 	9320990 	
At5g26660	5	annotated_genes	9332374	-	0	0	1598	0	0	0	3	3	9333173 	9331576 	
At5g26650	5	annotated_genes	9344398	+	0	0	1233	0	0	0	2	2	9343782 	9345014 	
At5g26640	5	annotated_genes	9348010	-	0	0	334	0	0	0	2	2	9348177 	9347844 	
At5g26630	5	annotated_genes	9351146	+	0	0	657	0	0	0	1	1	9350818 	9351474 	
At5g26617	5	annotated_genes	9360728	+	0	0	527	0	0	0	2	2	9360465 	9360991 	
At5g26620	5	annotated_genes	9366833	-	0	0	267	0	0	0	2	2	9366966 	9366700 	
At5g47360	5	annotated_genes	19232388	-	0	0	1434	0	0	0	1	1	19233105 	19231672 	
At5g47370	5	annotated_genes	19234337	-	0	0	1598	0	0	0	4	4	19235136 	19233539 	
At5g47380	5	annotated_genes	19240198	-	0	0	3000	0	0	0	12	12	19241698 	19238699 	
At5g47390	5	annotated_genes	19245051	+	0	0	2069	0	0	0	3	3	19244017 	19246085 	
At5g47400	5	annotated_genes	19247569	+	0	0	2361	0	0	0	3	3	19246389 	19248749 	
At5g52830	5	annotated_genes	21428833	+	0	0	1223	0	0	0	3	3	21428222 	21429444 	
At5g47410	5	annotated_genes	19249627	+	0	0	372	0	0	0	1	1	19249442 	19249813 	
At5g52840	5	annotated_genes	21431556	+	0	0	1353	0	0	0	2	2	21430880 	21432232 	
At5g47420	5	annotated_genes	19251174	+	0	0	2224	0	0	0	10	10	19250063 	19252286 	
At5g52850	5	annotated_genes	21433501	-	0	0	2682	0	0	0	1	1	21434842 	21432161 	
At5g47430	5	annotated_genes	19255653	-	0	0	5591	0	0	0	15	14	19258448 	19252858 	
At5g52860	5	annotated_genes	21437897	-	0	0	1792	0	0	0	1	1	21438793 	21437002 	
At5g47435	5	annotated_genes	19260055	+	0	0	2252	0	0	1	8	7	19258930 	19261181 	
At5g52870	5	annotated_genes	21445930	-	0	0	1482	0	0	0	3	3	21446671 	21445190 	
At5g52880	5	annotated_genes	21450000	-	0	0	1876	0	0	0	6	6	21450938 	21449063 	
At5g52890	5	annotated_genes	21463250	-	0	0	2380	0	0	0	3	2	21464440 	21462061 	
At5g52900	5	annotated_genes	21470351	-	0	0	1367	0	0	0	2	2	21471034 	21469668 	
At5g26610	5	annotated_genes	9376158	+	0	0	1940	0	0	1	8	7	9375189 	9377128 	
At5g52910	5	annotated_genes	21477619	-	0	0	5533	0	0	0	17	17	21480385 	21474853 	
At5g26600	5	annotated_genes	9378602	+	0	0	2396	0	0	1	2	1	9377405 	9379800 	
At5g26590	5	annotated_genes	9382164	-	1	0	340	0	0	0	1	1	9382334 	9381995 	
At5g26582	5	annotated_genes	9390422	-	1	0	3327	0	0	0	1	1	9392085 	9388759 	
At5g26580	5	annotated_genes	9393586	-	0	0	1038	0	0	0	1	1	9394105 	9393068 	
At5g26751	5	annotated_genes	9400931	-	0	0	3096	0	0	0	13	12	9402479 	9399384 	
At5g26760	5	annotated_genes	9405452	-	0	0	3704	0	0	1	7	5	9407304 	9403601 	
At5g26770	5	annotated_genes	9408925	-	0	0	2398	0	0	1	5	5	9410120 	9407723 	
At5g26775	5	annotated_genes	9414299	+	1	0	5262	0	0	0	1	1	9411669 	9416930 	
At5g26780	5	annotated_genes	9420159	+	0	0	3923	0	0	2	16	15	9418198 	9422120 	
At5g47440	5	annotated_genes	19261614	-	0	0	1635	0	0	0	6	6	19262431 	19260797 	
At5g47445	5	annotated_genes	19264358	-	1	0	1572	0	0	0	1	1	19265144 	19263573 	
At5g19490	5	annotated_genes	6577307	-	0	0	1073	0	0	0	5	5	6577843 	6576771 	
At5g47450	5	annotated_genes	19266103	-	0	0	1256	0	0	0	2	2	19266731 	19265476 	
At5g19500	5	annotated_genes	6580450	+	0	0	2994	0	0	0	14	14	6578954 	6581947 	
At5g19510	5	annotated_genes	6582436	-	0	0	1554	0	0	0	6	6	6583213 	6581660 	
At5g47455	5	annotated_genes	19268772	+	0	0	1771	0	0	5	4	2	19267948 	19269718 	
At5g19520	5	annotated_genes	6587180	+	0	0	3515	0	0	0	6	5	6585423 	6588937 	
At5g47460	5	annotated_genes	19270555	-	0	0	1731	0	0	0	1	1	19271420 	19269690 	
At5g19530	5	annotated_genes	6590071	-	0	0	2224	0	0	0	9	9	6591183 	6588960 	
At5g47470	5	annotated_genes	19272715	+	0	0	1781	0	0	0	7	7	19271825 	19273605 	
At5g19540	5	annotated_genes	6596797	+	0	0	2188	0	0	0	5	5	6595704 	6597891 	
At5g47480	5	annotated_genes	19277649	+	0	0	6005	0	0	0	12	12	19274647 	19280651 	
At5g19550	5	annotated_genes	6599964	+	0	0	3714	0	0	0	12	12	6598108 	6601821 	
At5g19560	5	annotated_genes	6604712	+	0	0	2840	0	0	0	7	7	6603293 	6606132 	
At5g19570	5	annotated_genes	6606953	+	0	0	504	0	0	0	1	1	6606702 	6607205 	
At5g19580	5	annotated_genes	6608500	-	0	0	2256	0	0	0	2	2	6609628 	6607373 	
At5g47490	5	annotated_genes	19284964	+	0	0	6126	0	0	0	13	13	19281902 	19288027 	
At5g47500	5	annotated_genes	19289143	-	0	0	1916	0	0	0	5	5	19290101 	19288186 	
At5g47510	5	annotated_genes	19293279	+	0	0	2009	0	0	0	11	11	19292275 	19294283 	
At5g47520	5	annotated_genes	19295090	-	0	0	1006	0	0	0	2	2	19295593 	19294588 	
At5g19590	5	annotated_genes	6611860	-	0	0	490	0	0	0	1	1	6612105 	6611616 	
At5g47530	5	annotated_genes	19299444	+	0	0	1688	0	0	0	3	3	19298601 	19300288 	
At5g19600	5	annotated_genes	6614911	-	0	0	4177	0	0	0	10	10	6616999 	6612823 	
At5g47540	5	annotated_genes	19301523	-	0	0	2063	0	0	0	11	11	19302554 	19300492 	
At5g19610	5	annotated_genes	6619897	-	0	0	4300	0	0	0	3	3	6622047 	6617748 	
At5g47550	5	annotated_genes	19303948	-	0	0	546	0	0	0	1	1	19304221 	19303676 	
At5g19620	5	annotated_genes	6625508	+	0	0	4606	0	0	0	16	16	6623206 	6627811 	
At5g47560	5	annotated_genes	19306143	-	0	0	3097	0	0	0	3	3	19307691 	19304595 	
At5g19630	5	annotated_genes	6628987	-	0	0	2020	0	0	0	2	2	6629997 	6627978 	
At5g47570	5	annotated_genes	19310900	-	0	0	2124	0	0	0	4	4	19311962 	19309839 	
At5g19640	5	annotated_genes	6637527	+	0	0	2131	0	0	0	4	4	6636462 	6638592 	
At5g47580	5	annotated_genes	19313358	-	0	0	2573	0	0	0	1	1	19314644 	19312072 	
At5g19650	5	annotated_genes	6639966	-	0	0	666	0	0	0	1	1	6640299 	6639634 	
At5g19660	5	annotated_genes	6644269	-	0	0	4527	0	0	0	10	10	6646532 	6642006 	
At5g19670	5	annotated_genes	6648110	+	0	0	2780	0	0	0	4	4	6646721 	6649500 	
At5g19680	5	annotated_genes	6650773	+	0	0	2328	0	0	0	6	6	6649610 	6651937 	
At5g42350	5	annotated_genes	16949996	+	0	0	2470	0	0	0	2	1	16948762 	16951231 	
At5g42360	5	annotated_genes	16954536	-	0	0	2352	0	0	0	2	1	16955712 	16953361 	
At5g42370	5	annotated_genes	16957660	-	0	0	2587	0	0	0	7	7	16958953 	16956367 	
At5g47590	5	annotated_genes	19315710	-	0	0	1336	0	0	0	3	3	19316378 	19315043 	
At5g42380	5	annotated_genes	16960199	-	0	0	791	0	0	0	1	1	16960594 	16959804 	
At5g47600	5	annotated_genes	19317355	-	0	0	696	0	0	0	2	2	19317703 	19317008 	
At5g42390	5	annotated_genes	16966403	+	0	0	7850	0	0	0	24	24	16962479 	16970328 	
At5g47610	5	annotated_genes	19318773	-	0	0	720	0	0	0	1	1	19319133 	19318414 	
At5g42400	5	annotated_genes	16974798	-	0	0	6203	0	0	0	17	17	16977899 	16971697 	
At5g47620	5	annotated_genes	19320729	-	0	0	2468	0	0	2	5	3	19321963 	19319496 	
At5g42410	5	annotated_genes	16982159	+	0	0	336	0	0	0	1	1	16981992 	16982327 	
At5g19690	5	annotated_genes	6655463	+	0	0	5892	0	0	0	23	23	6652518 	6658409 	
At5g47630	5	annotated_genes	19324001	+	0	0	1257	0	0	0	3	2	19323373 	19324629 	
At5g42420	5	annotated_genes	16986775	+	0	0	1764	0	0	0	5	5	16985894 	16987657 	
At5g19700	5	annotated_genes	6661586	-	0	0	1527	0	0	0	1	1	6662349 	6660823 	
At5g47635	5	annotated_genes	19324700	-	0	0	842	0	0	0	2	2	19325121 	19324280 	
At5g42430	5	annotated_genes	16989133	-	0	0	1188	0	0	0	1	1	16989727 	16988540 	
At5g19710	5	annotated_genes	6665428	-	0	0	1363	0	0	0	5	5	6666109 	6664747 	
At5g47640	5	annotated_genes	19326973	+	0	0	1042	0	0	0	1	1	19326453 	19327494 	
At5g19720	5	annotated_genes	6668127	+	0	0	924	0	0	0	6	6	6667666 	6668589 	
At5g47650	5	annotated_genes	19328053	-	0	0	3201	0	0	0	9	8	19329653 	19326453 	
At5g19730	5	annotated_genes	6671872	+	0	0	2825	0	0	0	5	5	6670460 	6673284 	
At5g47660	5	annotated_genes	19331048	+	0	0	1629	0	0	0	2	2	19330234 	19331862 	
At5g19740	5	annotated_genes	6675398	+	0	0	2927	0	0	0	10	10	6673935 	6676861 	
At5g47670	5	annotated_genes	19332951	+	0	0	1330	0	0	0	2	2	19332287 	19333616 	
At5g19750	5	annotated_genes	6678222	+	0	0	2303	0	0	0	7	7	6677071 	6679373 	
At5g19760	5	annotated_genes	6680554	-	0	0	2879	0	0	0	6	6	6681993 	6679115 	
At5g19770	5	annotated_genes	6683555	-	0	0	2048	0	0	0	5	5	6684579 	6682532 	
At5g19780	5	annotated_genes	6688571	+	0	0	2943	0	0	0	5	5	6687100 	6690042 	
At5g42440	5	annotated_genes	16991167	-	0	0	1271	0	0	0	1	1	16991802 	16990532 	
At5g42445	5	annotated_genes	16993670	+	1	0	342	0	0	0	1	1	16993500 	16993841 	
At5g42450	5	annotated_genes	16995557	+	0	0	1374	0	0	0	1	1	16994871 	16996244 	
At5g42460	5	annotated_genes	16997682	+	0	0	1317	0	0	0	1	1	16997024 	16998340 	
At5g47680	5	annotated_genes	19333528	-	0	0	2440	0	0	0	2	2	19334748 	19332309 	
At5g42470	5	annotated_genes	17000828	+	0	0	2569	0	0	0	13	13	16999544 	17002112 	
At5g47690	5	annotated_genes	19339615	+	0	0	8981	0	0	0	31	31	19335125 	19344105 	
At5g42480	5	annotated_genes	17004039	+	0	0	3259	0	0	0	6	6	17002410 	17005668 	
At5g42490	5	annotated_genes	17007843	-	0	0	4014	0	0	0	10	10	17009850 	17005837 	
At5g47700	5	annotated_genes	19345619	-	0	0	1181	0	0	0	4	3	19346209 	19345029 	
At5g42500	5	annotated_genes	17011813	-	0	0	691	0	0	0	1	1	17012158 	17011468 	
At5g19790	5	annotated_genes	6689653	-	0	0	762	0	0	0	1	1	6690034 	6689273 	
At5g42505	5	annotated_genes	17014689	+	1	0	587	0	0	0	1	1	17014396 	17014982 	
At5g19800	5	annotated_genes	6690795	+	0	0	291	0	0	0	1	1	6690650 	6690940 	
At5g47710	5	annotated_genes	19347728	+	0	0	1655	0	0	0	4	3	19346901 	19348555 	
At5g42510	5	annotated_genes	17015770	-	0	0	549	0	0	0	1	1	17016044 	17015496 	
At5g19810	5	annotated_genes	6693428	+	0	0	750	0	0	0	1	1	6693054 	6693803 	
At5g19820	5	annotated_genes	6698269	-	0	0	6088	0	0	0	19	19	6701313 	6695226 	
At5g47720	5	annotated_genes	19350446	+	0	0	3207	0	0	3	14	12	19348832 	19352038 	
At5g19830	5	annotated_genes	6704059	+	0	0	2378	0	0	0	7	7	6702871 	6705248 	
At5g47730	5	annotated_genes	19352925	-	0	0	2805	0	0	0	11	11	19354327 	19351523 	
At5g19840	5	annotated_genes	6707584	+	0	0	4421	0	0	0	16	16	6705374 	6709794 	
At5g47740	5	annotated_genes	19356411	+	0	0	996	0	0	0	3	3	19355914 	19356909 	
At5g19850	5	annotated_genes	6710518	-	0	0	2315	0	0	0	8	8	6711675 	6709361 	
At5g19855	5	annotated_genes	6712778	-	0	0	1609	0	0	0	5	5	6713582 	6711974 	
At5g19860	5	annotated_genes	6715071	-	0	0	1612	0	0	0	2	2	6715877 	6714266 	
At5g42520	5	annotated_genes	17018673	+	0	0	2325	0	0	0	3	2	17017511 	17019835 	
At5g42530	5	annotated_genes	17022302	-	0	0	579	0	0	0	2	2	17022591 	17022013 	
At5g42540	5	annotated_genes	17028345	+	0	0	7369	0	0	0	22	22	17024661 	17032029 	
At5g47750	5	annotated_genes	19358255	-	0	0	2654	0	0	0	3	2	19359582 	19356929 	
At5g42560	5	annotated_genes	17033194	+	0	0	2087	0	0	0	7	6	17032151 	17034237 	
At5g47760	5	annotated_genes	19361166	-	0	0	2108	0	0	0	11	11	19362220 	19360113 	
At5g47770	5	annotated_genes	19363627	+	0	0	2457	0	0	0	12	12	19362399 	19364855 	
At5g42565	5	annotated_genes	17036454	-	1	0	2256	0	0	0	1	1	17037582 	17035327 	
At5g47780	5	annotated_genes	19366520	+	0	0	2751	0	0	0	9	9	19365145 	19367895 	
At5g42570	5	annotated_genes	17039175	-	0	0	1272	0	0	0	2	2	17039811 	17038540 	
At5g47790	5	annotated_genes	19369600	+	0	0	2140	0	0	0	2	2	19368531 	19370670 	
At5g42580	5	annotated_genes	17041665	-	0	0	1584	0	0	0	2	2	17042457 	17040874 	
At5g19870	5	annotated_genes	6716544	-	0	0	940	0	0	0	1	1	6717014 	6716075 	
At5g47800	5	annotated_genes	19372289	+	0	0	2474	0	0	0	5	4	19371053 	19373526 	
At5g42590	5	annotated_genes	17049649	-	0	0	2550	0	0	0	4	4	17050924 	17048375 	
At5g47810	5	annotated_genes	19374466	-	0	0	1770	0	0	0	2	2	19375351 	19373582 	
At5g19875	5	annotated_genes	6718670	+	0	0	655	0	0	0	1	1	6718343 	6718997 	
At5g47815	5	annotated_genes	19378499	+	1	0	5311	0	0	0	1	1	19375844 	19381154 	
At5g19880	5	annotated_genes	6721431	-	0	0	2092	0	0	0	4	4	6722477 	6720386 	
At5g47820	5	annotated_genes	19386661	+	0	0	6270	0	0	1	23	23	19383709 	19389978 	
At5g19890	5	annotated_genes	6725021	-	0	0	1809	0	0	0	4	4	6725925 	6724117 	
At5g47830	5	annotated_genes	19390840	-	0	0	1434	0	0	1	2	1	19391557 	19390124 	
At5g19900	5	annotated_genes	6729104	-	0	0	1886	0	0	0	1	1	6730047 	6728162 	
At5g19910	5	annotated_genes	6732062	-	0	0	1601	0	0	0	6	6	6732862 	6731262 	
At5g19920	5	annotated_genes	6735296	-	0	0	4158	0	0	0	7	7	6737375 	6733218 	
At5g19930	5	annotated_genes	6738467	-	0	0	1766	0	0	0	5	5	6739350 	6737585 	
At5g42600	5	annotated_genes	17073083	+	0	0	4580	0	0	0	14	14	17070794 	17075373 	
At5g42610	5	annotated_genes	17080448	+	0	0	1428	0	0	0	2	2	17079735 	17081162 	
At5g42620	5	annotated_genes	17086077	+	0	0	4984	0	0	0	15	15	17083586 	17088569 	
At5g42630	5	annotated_genes	17092045	-	0	0	2078	0	0	0	6	6	17093084 	17091007 	
At5g47840	5	annotated_genes	19394116	+	0	0	2898	0	0	0	6	6	19392668 	19395565 	
At5g42635	5	annotated_genes	17093704	+	0	0	499	0	0	0	3	3	17093455 	17093953 	
At5g47850	5	annotated_genes	19397117	-	0	0	2382	0	0	0	1	1	19398308 	19395927 	
